id,competitor_id,llm_analysis_id,llm_provider,is_mentioned,rank_position,sentiment_score,confidence_score,response_text,summary_text,analyzed_at,created_at,prompt_id,analysis_session_id
d6bb110f-3de3-4dd3-90e6-47eb6dccdd82,cf537613-fbef-4164-9df1-bb00f32ff0c2,026431f7-cb46-4e44-aa1a-e09911bfae7f,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d72f49b0-c4ff-4fa4-aa96-4608962c68f0,a9ad89e7-93d9-4047-b6e0-daba1196ae6c,015f580d-27b9-4d9e-ad67-b2b5c250d581,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d878a6ee-df80-42c7-bbcc-dd3214c0f146,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,000ffec2-c91b-4dd5-b870-c22be2d85563,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d9c22a65-b4e7-47aa-843a-52535f01d562,64bb8d43-2dd6-4ab9-b6f3-38643f154e02,01b4ef6f-4d77-4130-82d2-014f75a000a3,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d9fdec64-46f4-4c7c-91e4-97fad2545d20,7ead2226-d5df-47a4-bbc8-533dbfb2fc0f,0256c98f-e5df-4c1e-8d0b-7d78b8c14ee2,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
dc70377e-13d5-44cd-b438-ae5d2478f7c2,cf537613-fbef-4164-9df1-bb00f32ff0c2,0245a8e2-101c-4e28-9203-47e59252949a,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
dd0366ef-b654-4465-aa1c-1c3f53471ef8,8b836b11-ea13-43d3-9683-127cad061310,000e6364-8956-4159-a021-a9d2b916deba,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
de2e466c-2751-4650-919b-d89e98b17156,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,00e29676-bb21-4c16-9e09-02960ea5f340,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
de599ead-6730-44dc-9f5d-e20fb13e0d35,392a282c-d2dc-4318-90bd-fc552884c4f4,01ef2d56-f937-4fb4-93e6-9ceb9b9fcb0f,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
e2ce4144-4344-4194-82d5-ee26e019a2b5,64108adc-fe02-46ad-bbee-1ad407833f79,0205d2b3-b852-41da-b6a4-30d1fef92406,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
